geneSym,FC_ADvsNCI,LOG10 FC,t_ADvsNCI,p_ADvsNCI,,,,,,,
JPT2,1.149832038,0.060634405,0.726644067,0.491022943,,,,,,,
DYNC1LI2,1.315527006,0.119099768,0.726536256,0.491085006,,,,,,,
SAT2,1.204444584,0.080786823,0.726382263,0.491173663,,,,,,,
CRYAB,2.675764614,0.427447906,0.726373013,0.491178989,,,,,,,
AP4E1,0.917788094,-0.03725758,-0.726353284,0.491190348,,,,,,,
HFE,0.927946115,-0.032477242,-0.726183033,0.49128838,,,,,,,
CALCRL,1.089865234,0.037372799,0.725965896,0.491413428,,,,,,,
STX11,1.57768467,0.198020206,0.72555834,0.491648194,,,,,,,
RBM7,1.146765683,0.059474688,0.725274394,0.4918118,,,,,,,
PFDN4,1.126215061,0.051621331,0.725076083,0.491926086,,,,,,,
KDM3B,0.912292604,-0.039865846,-0.724383561,0.492325319,,,,,,,
COL18A1,0.844484258,-0.073408442,-0.724281475,0.492384189,,,,,,,
MCM10,1.150278293,0.060802924,0.72421642,0.492421706,,,,,,,
USH2A,0.837672924,-0.076925522,-0.72388606,0.492612255,,,,,,,
MMRN1,0.893837305,-0.048741524,-0.723686644,0.492727301,,,,,,,
PCNA,0.885946362,-0.052592571,-0.723349,0.492922132,,,,,,,
TBL1X,1.005892162,0.002551424,0.722895133,0.493184106,,,,,,,
GALE,1.077077843,0.032247092,0.722534276,0.49339246,,,,,,,
STAT2,0.883880921,-0.05360624,-0.722485386,0.493420694,,,,,,,
LMAN2,0.839720626,-0.075865179,-0.722484222,0.493421366,,,,,,,
SOD1,1.096119255,0.039857807,0.722478252,0.493424814,,,,,,,
TTC38,0.942561859,-0.025690138,-0.722369096,0.493487852,,,,,,,
PAK2,1.121557459,0.049821528,0.722323502,0.493514185,,,,,,,
SMAD2,0.958183584,-0.018551274,-0.722187986,0.493592458,,,,,,,
ALDH1B1,1.14667912,0.059441905,0.721827266,0.493800846,,,,,,,
MLEC,0.89900818,-0.046236356,-0.721678214,0.49388697,,,,,,,
CFAP298,0.917980778,-0.037166412,-0.721658138,0.493898571,,,,,,,
FCGR2C,0.891144202,-0.050052014,-0.72160979,0.49392651,,,,,,,
KLKB1,0.783591924,-0.105910049,-0.721573373,0.493947555,,,,,,,
ERO1B,0.80685538,-0.093204301,-0.721530232,0.493972486,,,,,,,
LIG4,1.059005723,0.024898307,0.721342156,0.494081185,,,,,,,
COL22A1,0.867321106,-0.061820085,-0.720743528,0.49442727,,,,,,,
SLC25A19,1.085616969,0.035676623,0.720324098,0.494669848,,,,,,,
MROH1,0.917469211,-0.037408501,-0.719983733,0.494866757,,,,,,,
TUBB1,1.134688691,0.054876727,0.719821789,0.494960464,,,,,,,
HDAC4,1.020961653,0.00900943,0.719722607,0.495017859,,,,,,,
KBTBD11,1.304644397,0.115492153,0.719500377,0.495146478,,,,,,,
PATJ,0.87692688,-0.057036618,-0.719455816,0.495172271,,,,,,,
OCLN,0.875636887,-0.057675952,-0.719400068,0.49520454,,,,,,,
HSPA12B,1.010363489,0.004477644,0.719325172,0.495247896,,,,,,,
TGFBR3,0.792816798,-0.100827157,-0.719062646,0.495399884,,,,,,,
SERPINI1,1.184382177,0.073491863,0.71891755,0.495483901,,,,,,,
OXCT1,1.046418377,0.019705358,0.718886077,0.495502126,,,,,,,
POLR2H,1.021131553,0.009081696,0.718885478,0.495502473,,,,,,,
TIMM10,1.140439921,0.057072412,0.718663752,0.495630882,,,,,,,
COL6A1,0.770733037,-0.113096025,-0.718474428,0.495740543,,,,,,,
CCDC186,0.916522806,-0.037856724,-0.71847164,0.495742158,,,,,,,
S100A16,1.035359775,0.015091288,0.718392757,0.495787854,,,,,,,
ZNF451,0.954516918,-0.02021637,-0.718354554,0.495809985,,,,,,,
ASPSCR1,1.071259646,0.029894745,0.718188414,0.49590624,,,,,,,
WWC1,0.900347138,-0.045590012,-0.718115013,0.495948769,,,,,,,
DDX19B,0.973544974,-0.011643981,0.717964825,0.496035797,,,,,,,
COPA,0.882174073,-0.05444571,-0.717338362,0.496398914,,,,,,,
HDAC8,0.9615916,-0.017009339,-0.716722862,0.496755847,,,,,,,
CRB2,0.853792148,-0.068647843,-0.716580332,0.496838524,,,,,,,
ADAMTSL3,1.290081949,0.110617299,0.716547797,0.496857398,,,,,,,
AHSG,0.776325984,-0.109955877,-0.716257541,0.4970258,,,,,,,
MYL6B,0.888215079,-0.051481858,-0.716204323,0.497056681,,,,,,,
ATP13A3,0.895099062,-0.048128898,-0.715976476,0.497188905,,,,,,,
FAM241A,0.847864647,-0.071673473,-0.715975183,0.497189656,,,,,,,
EFCAB7,1.117010129,0.048057111,0.715663716,0.497370444,,,,,,,
ACTR8,0.996231586,-0.001639693,0.715602767,0.497405827,,,,,,,
MYH6,1.057128327,0.02412771,0.715335989,0.497560717,,,,,,,
LEO1,1.191505216,0.076095948,0.714988754,0.497762368,,,,,,,
ACOX1,0.875903901,-0.057543539,-0.714691485,0.497935044,,,,,,,
WDR18,0.879108485,-0.055957528,-0.71460636,0.497984498,,,,,,,
NINJ1,1.098862439,0.040943329,0.714383908,0.498113749,,,,,,,
MUC4,0.944474394,-0.024809812,-0.714330177,0.498144972,,,,,,,
SLC25A36,0.840778417,-0.075318445,-0.714039025,0.498314179,,,,,,,
GPC4,1.118398155,0.048596442,0.713671433,0.498527865,,,,,,,
IQGAP2,0.886380489,-0.052379812,-0.713618665,0.498558544,,,,,,,
VPS8,1.037385129,0.015940018,0.713558864,0.498593314,,,,,,,
RAB29,1.052663854,0.022289711,0.713365329,0.498705852,,,,,,,
HINT1,1.133903785,0.054576205,0.712667479,0.499111779,,,,,,,
CNOT9,0.921279397,-0.035608641,-0.712329335,0.499308548,,,,,,,
NRIP2,1.021037203,0.009041567,0.712065685,0.499462003,,,,,,,
BET1,0.844930582,-0.07317897,-0.711947482,0.499530813,,,,,,,
TXLNG,0.887779244,-0.051695013,-0.711358359,0.49987385,,,,,,,
EIF4G2,0.929540568,-0.031731651,-0.711318361,0.499897146,,,,,,,
CRIP2,0.834746167,-0.078445566,-0.711222332,0.499953078,,,,,,,
KIAA2026,1.264010266,0.101750601,0.711000676,0.500082198,,,,,,,
ZC3H4,1.023079626,0.009909436,0.710973416,0.500098079,,,,,,,
WFIKKN2,0.486227633,-0.313160363,-0.710894618,0.500143987,,,,,,,
UBE2L3,1.146633804,0.059424741,0.710683489,0.500267004,,,,,,,
VAV2,0.846514283,-0.07236571,-0.710399463,0.500432527,,,,,,,
CHMP4A,0.946933263,-0.023680628,-0.710394742,0.500435279,,,,,,,
HDHD2,1.249179423,0.096624822,0.71003312,0.500646075,,,,,,,
AKR7A3,0.898944087,-0.04626732,-0.709952988,0.500692794,,,,,,,
GRIPAP1,0.916006741,-0.03810133,-0.709710216,0.500834351,,,,,,,
ALKBH4,1.011219147,0.004845284,0.709668651,0.50085859,,,,,,,
ARMH3,0.937673541,-0.027948339,-0.709437991,0.500993113,,,,,,,
LRP5,1.327479455,0.123027808,0.70942323,0.501001723,,,,,,,
SEPTIN2,1.329489145,0.123684796,0.709339017,0.501050843,,,,,,,
DCP1A,1.058866456,0.02484119,0.709154787,0.501158313,,,,,,,
PSMC6,1.060303597,0.025430235,0.709105007,0.501187354,,,,,,,
EPHX2,0.935529487,-0.028942519,-0.70887451,0.50132184,,,,,,,
KATNIP,1.041001181,0.017451222,0.708847387,0.501337667,,,,,,,
PIGP,1.216642421,0.085162955,0.708834463,0.501345209,,,,,,,
IGHV4-4,1.370945723,0.137020261,0.708630335,0.501464332,,,,,,,
COG8,0.863123428,-0.063927095,-0.708228852,0.50169868,,,,,,,
EIF3C,0.905033796,-0.043335203,-0.707977952,0.501845168,,,,,,,
SPATS2,1.042231269,0.017964099,-0.707960115,0.501855584,,,,,,,
BECN1,0.909307532,-0.041289212,-0.707758204,0.501973491,,,,,,,
CDK11B,0.935037907,-0.029170782,-0.707660245,0.502030701,,,,,,,
KIF2A,1.294372537,0.11205929,0.707556773,0.502091136,,,,,,,
TMEM63B,0.89242129,-0.049430077,-0.707550263,0.502094939,,,,,,,
TMEM115,0.933073687,-0.030084057,-0.707356416,0.502208172,,,,,,,
AAMDC,1.087697464,0.036508116,0.706923595,0.502461058,,,,,,,
LUC7L2,1.037443981,0.015964655,0.706256198,0.502851164,,,,,,,
CHMP6,1.08631555,0.035955996,0.706229411,0.502866825,,,,,,,
CLGN,0.897034717,-0.047190749,-0.706132932,0.502923236,,,,,,,
TMED5,0.926717345,-0.033052708,-0.705577682,0.503247969,,,,,,,
BCLAF1,1.014501021,0.006252488,0.705467366,0.503312503,,,,,,,
AHNAK,1.063192384,0.026611857,0.705428514,0.503335232,,,,,,,
MTSS1,1.116800378,0.047975552,0.704616012,0.503810714,,,,,,,
FAM234B,0.867250322,-0.06185553,-0.704530548,0.503860746,,,,,,,
ECD,0.980563309,-0.008524361,-0.704338021,0.503973463,,,,,,,
SLC9A1,1.100876315,0.041738528,0.704259614,0.504019373,,,,,,,
AP2S1,0.965662726,-0.015174532,-0.703732542,0.504328057,,,,,,,
PPTC7,0.840721077,-0.075348065,-0.703559306,0.504429541,,,,,,,
MCF2L2,0.766056831,-0.11573901,-0.7035389,0.504441496,,,,,,,
FADS1,0.88600136,-0.052565612,-0.703494029,0.504467785,,,,,,,
SULT1E1,0.634290386,-0.197711872,-0.703455446,0.50449039,,,,,,,
PROC,0.793668739,-0.100360725,-0.703234356,0.504619937,,,,,,,
C3,0.760665159,-0.118806475,-0.703216877,0.50463018,,,,,,,
CFB,0.695890838,-0.157458881,-0.703062593,0.504720596,,,,,,,
MRTO4,0.831093242,-0.080350249,-0.702902311,0.504814538,,,,,,,
LITAF,1.208468981,0.082235507,0.702889921,0.5048218,,,,,,,
MIF,1.075192998,0.031486428,0.702440874,0.505085052,,,,,,,
HP,0.979255474,-0.009103992,0.701841604,0.505436509,,,,,,,
CEP78,0.915525256,-0.038329671,-0.701711724,0.505512701,,,,,,,
TTC28,0.987759447,-0.005348808,-0.701648887,0.505549566,,,,,,,
SASH1,1.34418076,0.128457675,0.701399289,0.505696017,,,,,,,
CLTA,1.017216457,0.007413378,0.701365537,0.505715823,,,,,,,
PIK3C2A,0.903555371,-0.044045228,-0.701224529,0.505798573,,,,,,,
IRAG2,3.297171246,0.518141504,0.701215961,0.505803602,,,,,,,
CCDC47,0.91774899,-0.037276085,-0.701157546,0.505837885,,,,,,,
TXNDC15,0.743422214,-0.128764466,-0.701023812,0.505916379,,,,,,,
CRTC2,1.012124407,0.005233898,-0.700905022,0.505986108,,,,,,,
RASA3,1.11885225,0.04877274,0.700717431,0.506096234,,,,,,,
COG7,0.892803551,-0.049244091,-0.700522263,0.506210826,,,,,,,
RNF146,0.902213561,-0.044690649,-0.700244164,0.506374139,,,,,,,
ANXA3,1.180937687,0.072226982,0.700094547,0.506462016,,,,,,,
C5AR1,0.842415728,-0.074473534,-0.699878522,0.506588913,,,,,,,
ERI3,0.919461733,-0.036466341,-0.699478344,0.506824041,,,,,,,
STAT5B,0.9448566,-0.024634099,-0.699396866,0.506871923,,,,,,,
SMARCC1,0.916244248,-0.037988739,-0.697954312,0.507720141,,,,,,,
YES1,1.159057437,0.064104958,0.697102823,0.508221244,,,,,,,
NOP56,0.919152747,-0.036612311,-0.696764397,0.508420496,,,,,,,
IFIT2,1.290091393,0.110620478,0.69638982,0.508641091,,,,,,,
IGKV6-21,2.273336772,0.356663777,0.696364509,0.508655999,,,,,,,
TXNDC17,0.941033227,-0.026395042,-0.696323415,0.508680205,,,,,,,
TASP1,0.908880961,-0.041492994,-0.69606676,0.508831396,,,,,,,
SYAP1,0.887720627,-0.051723689,-0.695818486,0.508977678,,,,,,,
TTC7A,0.830530401,-0.080644466,-0.695796025,0.508990914,,,,,,,
CD34,1.055861831,0.023607091,0.695526287,0.509149876,,,,,,,
ARSD,0.913218516,-0.039425292,-0.695375552,0.509238721,,,,,,,
FKBP5,1.058390768,0.024646043,0.695203536,0.509340121,,,,,,,
PPP2CB,1.117774153,0.048354063,0.695067774,0.50942016,,,,,,,
MANBA,1.019465413,0.008372496,0.694957444,0.509485211,,,,,,,
TIMP1,0.739145476,-0.131270077,-0.694922072,0.509506067,,,,,,,
LTF,0.874477878,-0.058251173,-0.694919736,0.509507444,,,,,,,
MED1,1.031482943,0.013462051,0.694796993,0.509579823,,,,,,,
NMD3,0.941948248,-0.025972957,-0.694711251,0.509630386,,,,,,,
DTD1,1.148164742,0.060004207,0.694358335,0.509838541,,,,,,,
ENTPD2,1.748896018,0.242763989,0.69433707,0.509851085,,,,,,,
ERC1,1.020758349,0.008922941,0.694317539,0.509862606,,,,,,,
VPS4A,1.050074179,0.02121998,0.69418549,0.509940507,,,,,,,
EEF1AKMT1,0.863129252,-0.063924165,-0.694139629,0.509967564,,,,,,,
TRAPPC3,0.965008202,-0.015468995,-0.693899152,0.510109455,,,,,,,
LAMA4,0.993319582,-0.002911003,0.693549789,0.510315637,,,,,,,
MRPL27,0.818773069,-0.086836451,-0.693330456,0.510445108,,,,,,,
HBB,1.083504594,0.034830757,-0.69294792,0.510670967,,,,,,,
ANP32A,1.034663433,0.014799101,0.692483921,0.510945009,,,,,,,
CEP170,1.139623853,0.056761531,0.692384054,0.511004004,,,,,,,
PAWR,0.877391078,-0.056806786,-0.692218229,0.511101972,,,,,,,
STON2,1.016320844,0.007030833,-0.692062054,0.511194249,,,,,,,
OSBPL3,0.837116825,-0.077213929,-0.692028103,0.511214311,,,,,,,
PFDN2,1.110897243,0.045673889,0.692027206,0.511214841,,,,,,,
CARS2,1.225359665,0.088263581,0.691944767,0.511263557,,,,,,,
SLC25A40,1.101363717,0.041930765,0.691650034,0.511437747,,,,,,,
IGLV3-16,0.859966144,-0.065518646,-0.691576033,0.511481489,,,,,,,
PDK3,1.101802363,0.0421037,0.691323799,0.5116306,,,,,,,
RHPN2,0.944806286,-0.024657226,-0.691292642,0.511649021,,,,,,,
WDR74,1.016102644,0.006937581,0.691261143,0.511667644,,,,,,,
CPM,1.283664833,0.108451643,0.691043807,0.511796154,,,,,,,
ACOT13,1.094746405,0.039313528,0.690942783,0.511855896,,,,,,,
KCTD6,0.895008606,-0.048172789,-0.690934081,0.511861042,,,,,,,
DLG1,1.120005324,0.049220087,0.690737039,0.511977579,,,,,,,
HLA-C,1.027717032,0.011873554,0.690678203,0.51201238,,,,,,,
LPIN2,0.953058804,-0.020880303,-0.690652551,0.512027553,,,,,,,
SZT2,0.941037847,-0.02639291,-0.690449293,0.512147791,,,,,,,
FYCO1,0.894562773,-0.048389179,-0.690355194,0.512203462,,,,,,,
ATRN,0.910475096,-0.040731929,-0.69025706,0.512261525,,,,,,,
NUDT9,0.94276542,-0.025596355,-0.689940514,0.512448842,,,,,,,
CPXM1,0.832313044,-0.079713299,-0.689932557,0.512453551,,,,,,,
CKLF,0.962247055,-0.016713409,-0.689902133,0.512471557,,,,,,,
FNTA,1.104359761,0.043110574,0.689807369,0.512527644,,,,,,,
ME1,1.09278308,0.038533962,0.689539127,0.512686427,,,,,,,
PTK2B,0.974910466,-0.011035267,-0.689469476,0.512727662,,,,,,,
PXK,0.731104961,-0.136020269,-0.689217479,0.512876865,,,,,,,
SLC3A2,1.246155846,0.095572359,0.689142449,0.512921295,,,,,,,
CAB39,1.133026776,0.054240173,0.689011834,0.512998645,,,,,,,
BIN1,2.111526377,0.324596511,0.688990637,0.513011198,,,,,,,
GTPBP3,0.883195508,-0.053943148,-0.688954576,0.513032556,,,,,,,
SNX27,1.052348363,0.02215953,0.688927122,0.513048815,,,,,,,
AGT,0.820969679,-0.085672882,-0.688921188,0.51305233,,,,,,,
ACKR1,1.273754494,0.105085729,0.688903501,0.513062805,,,,,,,
PALM,1.191078425,0.075940358,0.68818792,0.513486739,,,,,,,
PGBD5,0.991769083,-0.003589434,0.688145914,0.513511631,,,,,,,
VARS1,0.914153457,-0.038980894,-0.688068173,0.513557702,,,,,,,
HDAC2,0.917731493,-0.037284365,-0.688048946,0.513569097,,,,,,,
NCBP2,0.997012913,-0.001299217,0.687787161,0.513724259,,,,,,,
LAMC1,1.009987736,0.0043161,0.687776443,0.513730612,,,,,,,
MRPS30,0.85173472,-0.069695649,-0.68749611,0.513896801,,,,,,,
CASTOR1,0.996162701,-0.001669723,0.687483028,0.513904558,,,,,,,
FAM120C,1.02833417,0.012134267,-0.687222087,0.514059284,,,,,,,
MORC3,1.095511768,0.039617047,0.687220178,0.514060416,,,,,,,
AK4,1.014678812,0.006328592,0.68720984,0.514066546,,,,,,,
DNAJC13,0.917807225,-0.037248528,-0.687142727,0.514106346,,,,,,,
RXRB,1.12227761,0.050100299,0.6870167,0.514181089,,,,,,,
FMNL2,1.461707761,0.164860553,0.686932711,0.514230905,,,,,,,
C1QC,0.729498384,-0.136975666,-0.686798814,0.514310328,,,,,,,
RBM47,0.821537474,-0.085372622,-0.686729807,0.514351264,,,,,,,
PTPA,1.169965285,0.068172976,0.686564829,0.514449139,,,,,,,
SMIM1,0.86709864,-0.061931495,-0.686559455,0.514452327,,,,,,,
UBN2,1.066070429,0.027785897,-0.686257111,0.514631727,,,,,,,
CPA3,0.881319938,-0.054866405,-0.686244941,0.514638949,,,,,,,
BCAP29,1.034917734,0.014905829,0.686184274,0.514674952,,,,,,,
DIP2B,1.139243977,0.056616741,0.686030226,0.514766379,,,,,,,
IQCG,1.088595,0.036866335,0.685851757,0.514872313,,,,,,,
SH3BGRL2,1.236744328,0.092279927,0.685840093,0.514879236,,,,,,,
ORAI1,1.146575263,0.059402568,0.685820282,0.514890997,,,,,,,
ADIRF,1.008328421,0.003602009,0.6852534,0.51522758,,,,,,,
PPP1R7,1.13283499,0.054166655,0.685097119,0.515320396,,,,,,,
RANBP3,1.00125621,0.000545223,0.68484276,0.515471483,,,,,,,
POLR2M,0.98340119,-0.00726927,0.684727162,0.515540156,,,,,,,
MDC1,0.911466419,-0.040259327,-0.684631779,0.515596826,,,,,,,
CCAR1,1.054886371,0.023205681,0.684530487,0.515657009,,,,,,,
LSM6,0.991352737,-0.00377179,0.684426105,0.515719034,,,,,,,
CTAGE1,0.996031746,-0.001726819,-0.684410331,0.515728407,,,,,,,
CHD4,0.911715119,-0.040140843,-0.68436443,0.515755684,,,,,,,
CHPF2,0.966561514,-0.014770501,-0.684334647,0.515773382,,,,,,,
IGLV7-46,0.738248725,-0.131797294,-0.684066627,0.515932674,,,,,,,
CLPTM1L,0.949716774,-0.022405891,-0.684007927,0.515967565,,,,,,,
COPS8,1.095781074,0.039723795,0.683983674,0.515981982,,,,,,,
SERPINB9,1.040315944,0.017165255,0.683758483,0.516115851,,,,,,,
CPLANE1,1.28335352,0.108346306,0.683755129,0.516117845,,,,,,,
AMBP,0.817257217,-0.087641236,-0.683629159,0.51619274,,,,,,,
RGS10,1.040433618,0.017214376,0.683601598,0.516209128,,,,,,,
N6AMT1,0.965838509,-0.015095483,-0.683388478,0.516335856,,,,,,,
CRYL1,1.177909623,0.07111197,0.683272436,0.516404867,,,,,,,
PRDX1,1.245581831,0.095372265,0.683115912,0.516497962,,,,,,,
SYNPO,0.851247401,-0.069944201,-0.682994847,0.516569975,,,,,,,
MAPRE1,1.018118597,0.00779837,0.682518532,0.516853361,,,,,,,
F11,0.827231811,-0.082372773,-0.682261349,0.517006415,,,,,,,
MICAL3,1.005991777,0.002594431,-0.682079892,0.51711442,,,,,,,
PRSS23,1.0843259,0.035159831,0.682067078,0.517122048,,,,,,,
MGP,1.164685039,0.066208497,0.681990173,0.517167827,,,,,,,
ATP2C1,0.886684801,-0.052230736,-0.681805589,0.517277715,,,,,,,
AK1,0.929068852,-0.0319521,-0.681769296,0.517299324,,,,,,,
CORO2B,1.095065083,0.039439932,0.681651228,0.517369622,,,,,,,
KLHDC2,0.899724278,-0.04589056,-0.681239509,0.517614812,,,,,,,
MRPL20,0.816133043,-0.088239038,-0.681117699,0.517687367,,,,,,,
LYVE1,0.846185403,-0.072534471,-0.680848816,0.517847548,,,,,,,
GJB6,1.286544479,0.109424806,0.680693039,0.517940363,,,,,,,
SRA1,0.947864507,-0.023253739,-0.680687977,0.51794338,,,,,,,
RASAL2,0.97648991,-0.01033224,-0.68059222,0.518000439,,,,,,,
LEFTY2,0.913357893,-0.039359014,-0.680327239,0.518158356,,,,,,,
PPP2R2A,1.132103441,0.05388611,0.680271835,0.518191378,,,,,,,
LRP10,0.905295107,-0.043209827,-0.680269461,0.518192793,,,,,,,
HOOK1,0.838760411,-0.076362076,-0.680262884,0.518196713,,,,,,,
CAPG,1.085005706,0.035432022,0.680054963,0.518320652,,,,,,,
CAMKK1,1.229278142,0.08965016,0.680039438,0.518329907,,,,,,,
TRAPPC5,0.923990099,-0.034332682,-0.679994746,0.51835655,,,,,,,
KAT8,1.051913604,0.021980072,0.67985425,0.518440312,,,,,,,
MAPK4,1.085355498,0.035572011,0.679848311,0.518443853,,,,,,,
SH3PXD2B,0.990836507,-0.003998001,-0.679517003,0.51864141,,,,,,,
SLC12A6,0.958800916,-0.01827156,-0.679492482,0.518656033,,,,,,,
HDHD5,0.856451121,-0.067297418,-0.679469409,0.518669793,,,,,,,
ATP2A2,0.916063387,-0.038074474,-0.679077354,0.518903642,,,,,,,
MKRN2,0.929188053,-0.031896383,-0.678658638,0.519153468,,,,,,,
CALM3,1.129203992,0.052772405,0.678386286,0.519316007,,,,,,,
ACTN2,0.823396063,-0.084391214,-0.678196465,0.51942931,,,,,,,
COPB1,0.879601533,-0.055714022,-0.678193931,0.519430823,,,,,,,
ATP1B3,1.279464418,0.107028213,0.678071874,0.519503687,,,,,,,
DCAF7,1.015239619,0.006568558,0.677862199,0.519628871,,,,,,,
NUDT15,1.057690857,0.02435875,0.677695581,0.519728362,,,,,,,
PRDX4,1.11261983,0.046346796,0.677353395,0.519932725,,,,,,,
AP4B1,1.000725163,0.00031482,-0.677215965,0.520014817,,,,,,,
CSNK1A1,0.946516133,-0.023871979,-0.677156334,0.520050439,,,,,,,
SF3B4,0.993662604,-0.002761054,0.676783699,0.520273078,,,,,,,
FGD4,0.932677956,-0.030268288,-0.676290775,0.520567678,,,,,,,
IGHV3-15,0.882688799,-0.054192385,-0.676043688,0.520715391,,,,,,,
HMGN2,1.107863867,0.044486398,0.675910284,0.520795154,,,,,,,
NUMBL,0.952884858,-0.020959574,0.675881709,0.52081224,,,,,,,
ESAM,1.032121272,0.013730729,0.675272705,0.521176469,,,,,,,
AJAP1,1.625,0.210853365,0.675249274,0.521190486,,,,,,,
PPFIBP1,1.076324134,0.031943078,0.675128024,0.521263023,,,,,,,
PPA1,1.057886413,0.024439039,0.675010309,0.521333451,,,,,,,
GALNT3,0.887154993,-0.052000499,-0.675007677,0.521335026,,,,,,,
JMJD6,1.053478153,0.022625534,-0.674985957,0.521348022,,,,,,,
IAH1,1.026571594,0.011389243,0.674326817,0.5217425,,,,,,,
AP5M1,0.906270168,-0.042742316,-0.674143268,0.521852383,,,,,,,
BCHE,0.9485016,-0.022961932,-0.673832455,0.522038486,,,,,,,
MRPL40,0.836379831,-0.077596448,-0.673649696,0.522147935,,,,,,,
TCEAL6,1.094919238,0.039382087,0.673616537,0.522167794,,,,,,,
SRP54,0.916919897,-0.037668603,-0.67360152,0.522176789,,,,,,,
DNAH6,1.51774714,0.181199423,0.673531624,0.522218652,,,,,,,
ANKHD1,0.952887309,-0.020958457,-0.673488827,0.522244287,,,,,,,
MCUB,0.85332354,-0.068886274,-0.673480088,0.522249521,,,,,,,
STARD13,1.181584667,0.072464847,0.673222276,0.522403961,,,,,,,
EXOC3,0.921477798,-0.035515124,-0.672655435,0.522743622,,,,,,,
NFXL1,0.967552927,-0.014325269,-0.672636893,0.522754734,,,,,,,
SDF2L1,1.022790282,0.009786593,0.672595137,0.522779761,,,,,,,
BIRC2,1.027547795,0.011802032,-0.672544573,0.522810068,,,,,,,
AOC3,0.848246291,-0.071478031,-0.672494145,0.522840295,,,,,,,
SEC24A,0.9049978,-0.043352477,-0.672493061,0.522840944,,,,,,,
NUDT16L1,0.907995909,-0.041916108,-0.672444584,0.522870003,,,,,,,
SFRP1,0.767461682,-0.114943299,-0.672300081,0.522956627,,,,,,,
SLC46A3,0.873981924,-0.05849755,-0.672201065,0.523015988,,,,,,,
METTL13,1.012729844,0.005493609,-0.671876713,0.523210472,,,,,,,
IGFBP1,1.219923774,0.086332695,0.671858073,0.52322165,,,,,,,
AARSD1,0.880271619,-0.0553833,-0.671707471,0.523311969,,,,,,,
YBX3,0.831847101,-0.079956492,-0.671126159,0.523660684,,,,,,,
PCMTD1,0.925287992,-0.033723074,-0.670885928,0.523804836,,,,,,,
SNCG,1.84545664,0.266103846,0.670831675,0.523837394,,,,,,,
DMD,1.041905388,0.017828284,0.670807284,0.523852031,,,,,,,
RDH10,0.866560783,-0.062200969,-0.670805037,0.52385338,,,,,,,
PADI6,0.970926584,-0.012813608,-0.670668269,0.523935464,,,,,,,
MMGT1,0.943981743,-0.025036405,-0.670445221,0.524069348,,,,,,,
SYNGR1,0.855916056,-0.067568826,-0.670407011,0.524092286,,,,,,,
C1QB,0.765795936,-0.115886943,-0.670315969,0.524146941,,,,,,,
NDUFV3,1.231600799,0.090469962,0.670058223,0.524301694,,,,,,,
METTL15,1.118976152,0.048820831,0.669645079,0.524549809,,,,,,,
UTP14A,0.895345243,-0.048009469,-0.669608666,0.52457168,,,,,,,
SELENOS,1.063174686,0.026604627,0.669491843,0.524641853,,,,,,,
TPI1,1.122431943,0.050160018,0.669370011,0.524715042,,,,,,,
SLC13A4,0.702970277,-0.153063038,-0.669344284,0.524730498,,,,,,,
EIF2B3,0.957063707,-0.019059152,-0.669334412,0.524736429,,,,,,,
SNX5,0.913255447,-0.039407729,-0.669126673,0.524861243,,,,,,,
DCTN4,1.125204892,0.051231612,0.669072991,0.524893499,,,,,,,
GSDME,1.198386263,0.078596822,0.668829368,0.525039902,,,,,,,
VCAN,2.680566607,0.428226603,0.668614004,0.525169345,,,,,,,
BMPR2,1.029507017,0.012629311,-0.668436,0.525276348,,,,,,,
PIEZO1,0.909051673,-0.041411429,-0.668421094,0.525285309,,,,,,,
AKAP9,0.924711311,-0.03399383,-0.668364076,0.525319587,,,,,,,
GALNT11,0.799658644,-0.097095364,-0.668323276,0.525344116,,,,,,,
C1QTNF5,0.933574931,-0.029850819,-0.668246525,0.525390261,,,,,,,
GNB2,1.267288128,0.102875366,0.668211559,0.525411284,,,,,,,
UBR1,1.074792603,0.031324669,0.667929502,0.525580891,,,,,,,
CROT,0.862595362,-0.064192882,-0.66770528,0.525715745,,,,,,,
NPC2,0.820151793,-0.086105761,-0.667569857,0.525797203,,,,,,,
P2RX4,0.917387531,-0.037447167,-0.667009216,0.526134518,,,,,,,
ENSA,1.064557014,0.027168926,0.666640791,0.526356258,,,,,,,
STMN1,2.220208975,0.346393854,0.666581125,0.526392174,,,,,,,
STEEP1,1.671849866,0.223197275,0.666573715,0.526396634,,,,,,,
ME2,0.729948425,-0.136707824,-0.666404573,0.526498459,,,,,,,
MRPL33,0.799374288,-0.097249825,-0.666227804,0.526604887,,,,,,,
SELENOK,1.132642538,0.054092868,0.665937313,0.526779815,,,,,,,
POSTN,0.748208239,-0.125977514,-0.665920415,0.526789992,,,,,,,
