,FC_ad_adnc,LOG10 FC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,
ERLEC1,0.938785597,-0.027433582,-1.07486675,0.303571901,,,,,,,,,,,,,,,
USP53,0.709603356,-0.148984339,-1.289287436,0.221595832,,,,,,,,,,,,,,,
PLD2,1.059765936,0.025209956,0.503105633,0.623996734,,,,,,,,,,,,,,,
ARF5,1.07372867,0.03089455,0.424351837,0.678817682,,,,,,,,,,,,,,,
GAS6,1.147536165,0.059766381,0.165248036,0.871499928,,,,,,,,,,,,,,,
TAGLN2,1.03160348,0.013512799,0.329805217,0.747233065,,,,,,,,,,,,,,,
SRP19,0.962394232,-0.016646989,-1.050008801,0.314400995,,,,,,,,,,,,,,,
SLC29A1,0.959154296,-0.018111524,-0.369899793,0.717902888,,,,,,,,,,,,,,,
KTI12,0.97097456,-0.012792149,-0.773557211,0.454162315,,,,,,,,,,,,,,,
FOXA2,0.872429346,-0.059269735,-1.754643138,0.104794378,,,,,,,,,,,,,,,
EIF2S1,0.91335263,-0.039361516,-1.944566284,0.07564037,,,,,,,,,,,,,,,
BBS2,0.917398903,-0.037441783,-1.476887239,0.16546229,,,,,,,,,,,,,,,
KLHDC8B,0.810228233,-0.091392627,-1.793253496,0.098153423,,,,,,,,,,,,,,,
RRAS,1.037552084,0.016009907,0.892680497,0.38957898,,,,,,,,,,,,,,,
GFRA2,1.073876618,0.030954387,0.559184357,0.586320816,,,,,,,,,,,,,,,
MED11,1.06544617,0.027531512,0.372340954,0.716131624,,,,,,,,,,,,,,,
RAB4A,1.002081648,0.000903108,-0.379012145,0.71129994,,,,,,,,,,,,,,,
MAN2A2,1.139005259,0.056525729,1.614232534,0.132447958,,,,,,,,,,,,,,,
FKBP4,1.098627907,0.040850627,0.957493739,0.357211924,,,,,,,,,,,,,,,
RPF2,0.927121126,-0.032863523,-0.786127929,0.447038623,,,,,,,,,,,,,,,
TOR1AIP2,0.837463791,-0.077033961,-2.509614177,0.027427231,,,,,,,,,,,,,,,
GPRIN3,0.99962722,-0.000161926,0.258630154,0.800303425,,,,,,,,,,,,,,,
CEMIP2,0.930901649,-0.0310962,-1.195827129,0.254859577,,,,,,,,,,,,,,,
GARRE1,0.913415532,-0.039331608,-1.41148617,0.183500686,,,,,,,,,,,,,,,
CYB5R2,1.248770226,0.096482536,0.867599451,0.402630395,,,,,,,,,,,,,,,
TRIR,0.988345505,-0.005091208,-0.309286393,0.762408078,,,,,,,,,,,,,,,
TXNIP,0.774013448,-0.111251494,-0.743171276,0.471677707,,,,,,,,,,,,,,,
CFAP57,1.028585537,0.012240413,-0.461626116,0.652605625,,,,,,,,,,,,,,,
RABGAP1L,0.854462101,-0.068307195,-1.973421639,0.071926313,,,,,,,,,,,,,,,
GTPBP1,0.987890785,-0.005291065,-0.454135881,0.657835645,,,,,,,,,,,,,,,
PIGH,0.935797034,-0.028818335,-0.846493687,0.413840043,,,,,,,,,,,,,,,
PTP4A1,1.179902905,0.07184627,1.769830374,0.102135534,,,,,,,,,,,,,,,
LARP6,1.177282851,0.070880818,1.217925923,0.246658229,,,,,,,,,,,,,,,
LRRC57,1.045657462,0.019389441,0.497909875,0.627546729,,,,,,,,,,,,,,,
TMEM184B,1.248860934,0.09651408,1.520904381,0.154187572,,,,,,,,,,,,,,,
MFAP5,0.693272791,-0.159095844,-1.736663254,0.108022101,,,,,,,,,,,,,,,
TAOK2,0.830332711,-0.080747853,-1.270028698,0.228148718,,,,,,,,,,,,,,,
HNRNPUL2,1.051343434,0.021744607,0.067005911,0.947680467,,,,,,,,,,,,,,,
DAW1,0.863944203,-0.063514305,-0.756639792,0.463862567,,,,,,,,,,,,,,,
RMND1,0.920232086,-0.036102628,-1.275094507,0.226410116,,,,,,,,,,,,,,,
DMXL1,0.982405223,-0.007709337,-0.703120746,0.495396182,,,,,,,,,,,,,,,
PLAT,1.035221263,0.015033184,0.37503595,0.714178183,,,,,,,,,,,,,,,
CACYBP,1.076938918,0.032191072,0.844998504,0.414642007,,,,,,,,,,,,,,,
IRAK1,0.952566703,-0.021104603,-1.094847148,0.29507231,,,,,,,,,,,,,,,
AP1M1,0.924237749,-0.034216298,-1.05071119,0.314091115,,,,,,,,,,,,,,,
BSDC1,0.957951213,-0.018656608,-1.948007183,0.075188388,,,,,,,,,,,,,,,
STARD10,1.097737238,0.040498397,1.467190756,0.168038082,,,,,,,,,,,,,,,
WDR45,1.048065096,0.020388258,0.846281186,0.413953958,,,,,,,,,,,,,,,
UVRAG,0.938853286,-0.027402269,-0.769156017,0.456673421,,,,,,,,,,,,,,,
PTPRA,0.990206812,-0.00427409,-0.054673672,0.957298163,,,,,,,,,,,,,,,
WASHC2C,0.959068589,-0.018150333,-0.803623402,0.437244291,,,,,,,,,,,,,,,
SAA4,0.559541667,-0.252167568,-1.192620935,0.256067061,,,,,,,,,,,,,,,
SEPTIN6,0.83378405,-0.078946417,-1.687332696,0.117337584,,,,,,,,,,,,,,,
FYB2,0.837604812,-0.076960836,-1.706703005,0.113597905,,,,,,,,,,,,,,,
SEC23B,0.958095826,-0.018591052,-1.061361922,0.309419996,,,,,,,,,,,,,,,
ALG12,0.904401373,-0.043638787,-1.750396383,0.105548869,,,,,,,,,,,,,,,
SNAP29,0.994133578,-0.002555257,-0.195024049,0.848637125,,,,,,,,,,,,,,,
ATM,0.845889969,-0.072686125,-1.578268073,0.140488105,,,,,,,,,,,,,,,
MRPL23,0.765578599,-0.116010215,-1.522793343,0.153718803,,,,,,,,,,,,,,,
EFHD2,1.129228605,0.052781871,1.566656244,0.143172985,,,,,,,,,,,,,,,
MIGA2,0.894119394,-0.048604485,-1.946215719,0.075423397,,,,,,,,,,,,,,,
DYNC1I2,1.100095855,0.041430528,1.151723961,0.271864684,,,,,,,,,,,,,,,
BLOC1S5,0.88719043,-0.051983151,-1.050064356,0.314376477,,,,,,,,,,,,,,,
GNG10,1.308077387,0.116633438,1.522398256,0.153816748,,,,,,,,,,,,,,,
DOCK10,0.825644976,-0.083206658,-0.344646253,0.736325268,,,,,,,,,,,,,,,
AP3M1,0.879936607,-0.055548614,-1.721885285,0.110741158,,,,,,,,,,,,,,,
FBXO38,0.945107399,-0.024518837,-1.825886225,0.092838745,,,,,,,,,,,,,,,
WDR5,1.014244449,0.00614264,0.006283549,0.995089739,,,,,,,,,,,,,,,
SHPRH,0.93987964,-0.026927758,0.064535708,0.949606297,,,,,,,,,,,,,,,
IGHE,0.921835318,-0.035346657,-1.197654399,0.25417341,,,,,,,,,,,,,,,
TRIT1,0.848445473,-0.071376063,-2.087449597,0.058840835,,,,,,,,,,,,,,,
GPR143,1.166430951,0.066859035,0.108183766,0.915637771,,,,,,,,,,,,,,,
APOOL,1.054632752,0.023101254,0.108867769,0.915106653,,,,,,,,,,,,,,,
NAP1L4,0.844031329,-0.073641433,-1.892306878,0.082818764,,,,,,,,,,,,,,,
NF1,1.00694567,0.003006039,0.517897388,0.61394436,,,,,,,,,,,,,,,
TMED3,0.892471042,-0.049405866,-1.359058688,0.199122852,,,,,,,,,,,,,,,
TTC9C,1.154565672,0.062418641,1.729911061,0.109256989,,,,,,,,,,,,,,,
ANKRD54,0.860125034,-0.065438412,-1.99644592,0.069084335,,,,,,,,,,,,,,,
SLC35A4,1.030818837,0.013182346,0.249363978,0.80729646,,,,,,,,,,,,,,,
PPP1R3D,0.938407746,-0.027608416,-0.86752507,0.402669536,,,,,,,,,,,,,,,
WWC2,1.177458525,0.070945618,1.234367287,0.240692906,,,,,,,,,,,,,,,
RAB28,1.038052373,0.016219266,0.858242512,0.407574489,,,,,,,,,,,,,,,
RAB10,1.068692854,0.028852905,1.382310252,0.192063582,,,,,,,,,,,,,,,
IGF2R,0.828614883,-0.081647271,-1.703619859,0.114185976,,,,,,,,,,,,,,,
RPL7,0.946787924,-0.02374729,-0.862809742,0.405156132,,,,,,,,,,,,,,,
CALML4,0.870473123,-0.060244634,-1.142180546,0.2756575,,,,,,,,,,,,,,,
DAPK1,0.952216539,-0.021264279,-0.713813399,0.488994186,,,,,,,,,,,,,,,
EIPR1,0.96029193,-0.017596721,-1.065498664,0.307619764,,,,,,,,,,,,,,,
KNG1,0.584185395,-0.233449305,-1.651267292,0.124591498,,,,,,,,,,,,,,,
UTY,0.947306215,-0.023509613,-0.635226662,0.53720541,,,,,,,,,,,,,,,
GGT5,0.859491231,-0.06575855,-0.9403201,0.3655972,,,,,,,,,,,,,,,
SEL1L2,0.749926879,-0.12498108,-1.058963739,0.310467231,,,,,,,,,,,,,,,
DNAJC1,1.045343165,0.019258884,0.205219093,0.840840901,,,,,,,,,,,,,,,
DYNC2I1,0.907862646,-0.041979853,-1.424925729,0.17966487,,,,,,,,,,,,,,,
DGKQ,1.300324197,0.114051644,2.214378803,0.046909987,,,,,,,,,,,,,,,
DHX57,0.912276355,-0.039873582,-1.580432261,0.139992558,,,,,,,,,,,,,,,
ARHGAP21,1.036247204,0.015463372,0.806840341,0.435458656,,,,,,,,,,,,,,,
CACUL1,0.687651822,-0.162631402,-1.465621073,0.168458235,,,,,,,,,,,,,,,
RBM3,0.80665141,-0.093314103,-0.766874111,0.457978827,,,,,,,,,,,,,,,
IFT140,0.964031217,-0.015908902,-0.770631607,0.455830541,,,,,,,,,,,,,,,
HPS1,0.907139822,-0.042325768,-1.37711049,0.193623987,,,,,,,,,,,,,,,
ANKEF1,0.885277247,-0.052920698,-2.459232934,0.030080678,,,,,,,,,,,,,,,
GRB14,1.201087994,0.079574826,0.338412094,0.740900079,,,,,,,,,,,,,,,
IMPACT,0.918843301,-0.036758546,-0.994091996,0.339801202,,,,,,,,,,,,,,,
MINDY2,0.964756746,-0.015582176,-0.791325288,0.444114402,,,,,,,,,,,,,,,
IFTAP,0.896799054,-0.047304858,-1.421638338,0.180596871,,,,,,,,,,,,,,,
PCBD1,1.106818095,0.04407625,0.396567433,0.69864822,,,,,,,,,,,,,,,
OGN,0.667829299,-0.175334531,-1.309472143,0.214892061,,,,,,,,,,,,,,,
TMEM30A,1.024150756,0.01036389,-0.612344788,0.551736784,,,,,,,,,,,,,,,
PIK3CD,0.96011396,-0.017677216,0.19418681,0.849278124,,,,,,,,,,,,,,,
SYNGR2,1.075354449,0.031551636,0.724619849,0.482575444,,,,,,,,,,,,,,,
SHBG,0.640996637,-0.193144249,-1.53867136,0.149826603,,,,,,,,,,,,,,,
HLA-E,0.968740729,-0.013792441,-0.204513706,0.841379758,,,,,,,,,,,,,,,
CC2D1B,1.022939638,0.009850008,0.781906218,0.44942299,,,,,,,,,,,,,,,
RETREG2,1.150005414,0.060699885,1.388705141,0.190158849,,,,,,,,,,,,,,,
CDC5L,0.96347919,-0.016157661,-0.769367724,0.45655243,,,,,,,,,,,,,,,
CLEC16A,1.162942664,0.065558304,1.062706144,0.308834155,,,,,,,,,,,,,,,
TMEM179B,0.773564464,-0.111503489,-1.860492075,0.087488492,,,,,,,,,,,,,,,
ZNRF2,0.971366429,-0.01261691,-0.798174446,0.440279695,,,,,,,,,,,,,,,
SHANK2,0.883975799,-0.053559624,-0.821141321,0.427578203,,,,,,,,,,,,,,,
AP1G1,0.924422666,-0.034129414,-0.940463149,0.365526785,,,,,,,,,,,,,,,
GOLGA5,0.952749851,-0.02102111,-1.319769368,0.211536165,,,,,,,,,,,,,,,
LDB3,1.200001339,0.079181731,1.024134211,0.325974751,,,,,,,,,,,,,,,
LRRC38,1.067609922,0.028412601,0.750147378,0.467619609,,,,,,,,,,,,,,,
SEMA3G,0.974628981,-0.011160679,-0.087974792,0.9313478,,,,,,,,,,,,,,,
ORM1,0.664948903,-0.177211726,-1.068974946,0.306113011,,,,,,,,,,,,,,,
ZYG11B,1.138249224,0.056237363,0.627679507,0.54197423,,,,,,,,,,,,,,,
PJA2,0.861883154,-0.064551608,-1.80685602,0.095905571,,,,,,,,,,,,,,,
GNG11,0.951645426,-0.021524835,0.030850656,0.975895816,,,,,,,,,,,,,,,
CDS1,0.88078602,-0.055129587,-0.932820228,0.369302328,,,,,,,,,,,,,,,
VEZT,0.875039246,-0.057972468,-1.894468039,0.082509956,,,,,,,,,,,,,,,
SNW1,0.88413818,-0.053479855,-1.768221395,0.102414326,,,,,,,,,,,,,,,
SLC35B2,0.937305018,-0.028119058,-0.792113492,0.443672009,,,,,,,,,,,,,,,
KIF26B,1.080672305,0.033694022,0.370671967,0.717342426,,,,,,,,,,,,,,,
CPPED1,1.103368884,0.042720732,0.846184763,0.414005654,,,,,,,,,,,,,,,
TPSAB1,1.048773957,0.020681894,0.318475732,0.755598759,,,,,,,,,,,,,,,
ARFGEF2,0.905708254,-0.043011674,-1.069549033,0.305864712,,,,,,,,,,,,,,,
FIBP,0.939106534,-0.027285138,-1.520605995,0.154261732,,,,,,,,,,,,,,,
TAF7,1.030842666,0.013192385,-0.000916057,0.999284145,,,,,,,,,,,,,,,
DYNLL2,1.145700991,0.059071289,0.943468481,0.364049649,,,,,,,,,,,,,,,
SCRIB,1.057577115,0.024312045,0.90901642,0.381236059,,,,,,,,,,,,,,,
CHM,0.940264067,-0.026750161,-1.604130427,0.134664824,,,,,,,,,,,,,,,
LYRM2,1.194777163,0.077286913,0.034909463,0.97272591,,,,,,,,,,,,,,,
BRMS1L,1.067900873,0.028530942,-0.068954018,0.94616192,,,,,,,,,,,,,,,
IQGAP1,0.917027369,-0.037617703,-0.747490698,0.469162457,,,,,,,,,,,,,,,
PPCDC,0.840090944,-0.075673697,-1.496122704,0.160451683,,,,,,,,,,,,,,,
UBE2V2,0.851546824,-0.069791466,-0.883419368,0.394364045,,,,,,,,,,,,,,,
GET1,0.889179091,-0.051010758,-1.58908339,0.138026784,,,,,,,,,,,,,,,
PA2G4,0.931963959,-0.030600882,-1.801680687,0.096755279,,,,,,,,,,,,,,,
HSPA4,1.119935676,0.04919308,1.166876117,0.265925825,,,,,,,,,,,,,,,
NCOR1,0.893859114,-0.048730927,-2.347819558,0.036858401,,,,,,,,,,,,,,,
CEP128,0.821005917,-0.085653713,-1.291573665,0.220828127,,,,,,,,,,,,,,,
COMMD9,0.890544201,-0.05034452,-1.731937654,0.108885036,,,,,,,,,,,,,,,
NECAB1,0.739965087,-0.13078877,-1.64853088,0.125157667,,,,,,,,,,,,,,,
PSTPIP1,0.888561399,-0.051312557,-0.711665917,0.490275895,,,,,,,,,,,,,,,
UBXN10,0.974739454,-0.011111455,-1.068658061,0.306250132,,,,,,,,,,,,,,,
UTP15,0.995179477,-0.002098589,0.161489433,0.874394986,,,,,,,,,,,,,,,
STXBP5,1.028711191,0.012293465,0.57302536,0.577207683,,,,,,,,,,,,,,,
MGAT4C,1.070506347,0.029589246,0.399703354,0.696398011,,,,,,,,,,,,,,,
PTRH2,1.130476092,0.053261382,0.598640992,0.560542966,,,,,,,,,,,,,,,
CACFD1,0.826652883,-0.082676815,-1.337076724,0.20599207,,,,,,,,,,,,,,,
CARD19,1.157230233,0.063419771,0.937431823,0.367020971,,,,,,,,,,,,,,,
RAB8B,0.950586487,-0.022008363,-0.901739178,0.384937233,,,,,,,,,,,,,,,
DDX54,0.932608491,-0.030300635,-0.833287951,0.420958976,,,,,,,,,,,,,,,
AP1B1,0.950540859,-0.02202921,-1.030732912,0.322993794,,,,,,,,,,,,,,,
BAX,0.902972515,-0.044325469,-0.892007114,0.389925557,,,,,,,,,,,,,,,
ESPNL,0.882480173,-0.054295043,-0.309449982,0.762286674,,,,,,,,,,,,,,,
BCL2L2,1.246932814,0.095843054,1.711475403,0.112692935,,,,,,,,,,,,,,,
MGME1,1.139995959,0.056903312,0.910193965,0.38063949,,,,,,,,,,,,,,,
STRBP,0.943714352,-0.02515944,-1.303967212,0.216703823,,,,,,,,,,,,,,,
EMILIN3,0.925607145,-0.033573302,-0.21556696,0.832945801,,,,,,,,,,,,,,,
EEF2,0.883436321,-0.053824749,-1.351473162,0.201471655,,,,,,,,,,,,,,,
SLC44A2,1.23635319,0.092142554,1.230724221,0.242004722,,,,,,,,,,,,,,,
PRUNE1,0.959485246,-0.017961699,-1.122107296,0.283767899,,,,,,,,,,,,,,,
CA12,0.786736131,-0.104170905,-1.567477698,0.1429816,,,,,,,,,,,,,,,
MRPS12,1.377875586,0.139210005,1.789580145,0.098768539,,,,,,,,,,,,,,,
UTP18,0.968838377,-0.013748667,-0.954092389,0.358861748,,,,,,,,,,,,,,,
PSMG4,0.844110291,-0.073600805,-2.510067571,0.027404415,,,,,,,,,,,,,,,
TOLLIP,1.085575243,0.03565993,1.168145246,0.265432999,,,,,,,,,,,,,,,
RRAD,0.929334291,-0.031828038,-1.357669765,0.199551226,,,,,,,,,,,,,,,
SLC16A12,1.051445206,0.021786645,0.552187271,0.590956334,,,,,,,,,,,,,,,
IGLV3-10,0.781274654,-0.107196265,-0.625014481,0.543663862,,,,,,,,,,,,,,,
FNBP1,1.11894886,0.048810238,1.67349652,0.120075163,,,,,,,,,,,,,,,
TADA3,0.977793421,-0.009752889,-0.398492211,0.697266722,,,,,,,,,,,,,,,
MBNL2,0.936261559,-0.028602808,-0.967756792,0.352266551,,,,,,,,,,,,,,,
PDZD8,0.93664099,-0.02842684,-1.129037526,0.280947409,,,,,,,,,,,,,,,
HLA-A,0.826707227,-0.082648266,-0.878409198,0.396969383,,,,,,,,,,,,,,,
POMT1,0.935787104,-0.028822944,-1.163116904,0.267389768,,,,,,,,,,,,,,,
CDO1,1.106156139,0.043816434,-0.042144916,0.967076304,,,,,,,,,,,,,,,
ABCD3,0.871582328,-0.059691584,-1.44784432,0.173278827,,,,,,,,,,,,,,,
MX2,0.874065774,-0.058455885,-1.107370651,0.289837296,,,,,,,,,,,,,,,
CHSY1,0.899153943,-0.046165947,-0.470053572,0.646744177,,,,,,,,,,,,,,,
FBXO7,0.927872659,-0.032511622,-2.004211506,0.068149478,,,,,,,,,,,,,,,
RFX5,0.961613406,-0.016999491,-0.535810762,0.601879504,,,,,,,,,,,,,,,
OS9,0.953770258,-0.020556225,-1.042947726,0.317528808,,,,,,,,,,,,,,,
PIK3R4,0.942193642,-0.025859831,-0.952017713,0.359870719,,,,,,,,,,,,,,,
NBEA,0.952271011,-0.021239436,-0.646125334,0.530361084,,,,,,,,,,,,,,,
SMPD2,1.01650695,0.007110352,-0.660995386,0.521103915,,,,,,,,,,,,,,,
SUN1,0.886879025,-0.052135616,-1.438484961,0.17586326,,,,,,,,,,,,,,,
CFHR1,0.580925539,-0.235879531,-1.94868013,0.075100284,,,,,,,,,,,,,,,
SPG21,0.90690135,-0.042439952,-1.018086467,0.328724498,,,,,,,,,,,,,,,
MLF1,0.805893578,-0.093722305,-1.688787799,0.117052916,,,,,,,,,,,,,,,
ALKBH5,0.892070822,-0.049600665,-1.707993009,0.113352653,,,,,,,,,,,,,,,
NDE1,1.086201115,0.035910244,1.89173956,0.082900003,,,,,,,,,,,,,,,
KCTD18,0.885250554,-0.052933793,-1.544986979,0.148302174,,,,,,,,,,,,,,,
GRK5,0.855908797,-0.06757251,-1.35033745,0.201825275,,,,,,,,,,,,,,,
KATNB1,0.972810956,-0.011971547,-1.171869407,0.263990937,,,,,,,,,,,,,,,
NOP58,0.933037678,-0.030100818,-0.797446451,0.440686265,,,,,,,,,,,,,,,
ALG13,0.985144095,-0.006500241,-0.975667311,0.348488293,,,,,,,,,,,,,,,
ATPSCKMT,0.78556523,-0.104817747,-1.139555392,0.276707924,,,,,,,,,,,,,,,
AP5Z1,0.91497691,-0.038589866,-1.004235359,0.335086065,,,,,,,,,,,,,,,
SCFD2,0.980338705,-0.008623851,-0.89906114,0.386305495,,,,,,,,,,,,,,,
CASP9,1.098593632,0.040837077,0.645088212,0.531010235,,,,,,,,,,,,,,,
PMM2,0.861910147,-0.064538006,-1.782988671,0.099881009,,,,,,,,,,,,,,,
CFHR3,0.640198206,-0.193685547,-1.237279759,0.239648237,,,,,,,,,,,,,,,
GPX8,0.974929627,-0.011026732,-0.289654808,0.777024214,,,,,,,,,,,,,,,
NT5C2,0.887678898,-0.051744104,-1.054025245,0.312632079,,,,,,,,,,,,,,,
MID2,0.749056434,-0.125485461,-1.289335555,0.221579652,,,,,,,,,,,,,,,
HAX1,0.946913406,-0.023689735,-1.036956161,0.320200874,,,,,,,,,,,,,,,
NQO1,1.217714552,0.085545496,0.632181767,0.539126519,,,,,,,,,,,,,,,
USP39,0.951492735,-0.021594523,-1.102840755,0.291722664,,,,,,,,,,,,,,,
ARL6IP4,0.934828462,-0.029268073,-0.82988109,0.422808643,,,,,,,,,,,,,,,
RPS9,0.94415257,-0.02495782,-1.109646884,0.288893417,,,,,,,,,,,,,,,
EHD1,1.060098155,0.025346079,0.372264922,0.716186765,,,,,,,,,,,,,,,
PNMA8B,1.093670167,0.038886366,0.537225431,0.600931867,,,,,,,,,,,,,,,
DGKE,1.019374551,0.008333787,-0.207716489,0.838933773,,,,,,,,,,,,,,,
KRT10,0.906531061,-0.042617311,-0.213770785,0.834314889,,,,,,,,,,,,,,,
BUB1B,0.762234566,-0.117911361,-1.604531526,0.134576192,,,,,,,,,,,,,,,
PDLIM7,0.937111177,-0.028208882,0.0424705,0.966822122,,,,,,,,,,,,,,,
CDH11,1.013275355,0.00572748,0.174244139,0.864578664,,,,,,,,,,,,,,,
WDR7,1.01586703,0.006836866,-0.399844875,0.696296532,,,,,,,,,,,,,,,
NBN,0.805780431,-0.093783284,-1.973596763,0.071904295,,,,,,,,,,,,,,,
NCBP1,0.904708529,-0.043491316,-1.506790405,0.157729035,,,,,,,,,,,,,,,
WASHC4,0.930432307,-0.031315218,-0.752924251,0.466010357,,,,,,,,,,,,,,,
SNX30,1.27506049,0.105530789,1.650965669,0.124653794,,,,,,,,,,,,,,,
JPH2,0.962203355,-0.016733133,-0.946828741,0.362403058,,,,,,,,,,,,,,,
F5,0.899981787,-0.045766279,-1.495033064,0.160732029,,,,,,,,,,,,,,,
SLC15A2,1.067252663,0.028267247,0.395309885,0.699551428,,,,,,,,,,,,,,,
GCC2,0.918056647,-0.037130521,-0.840608238,0.417002784,,,,,,,,,,,,,,,
TMEM132C,0.917711342,-0.037293901,-1.031120822,0.322819182,,,,,,,,,,,,,,,
ARL5A,0.99497859,-0.002186264,-0.009258902,0.992764718,,,,,,,,,,,,,,,
BRIX1,0.906036709,-0.042854206,-1.067768722,0.306635207,,,,,,,,,,,,,,,
SLC25A46,1.074437904,0.031181321,0.796703492,0.441101441,,,,,,,,,,,,,,,
PARD3B,0.998897514,-0.000479068,-0.050565187,0.960503936,,,,,,,,,,,,,,,
MAN1A2,0.843624573,-0.073850779,-1.342123469,0.204398034,,,,,,,,,,,,,,,
ARHGEF37,0.903695736,-0.043977767,-1.307498209,0.215540294,,,,,,,,,,,,,,,
NR3C1,0.850676347,-0.070235642,-2.731401963,0.018219139,,,,,,,,,,,,,,,
SPARC,1.202204744,0.079978437,1.594198571,0.136875796,,,,,,,,,,,,,,,
NAT14,1.041180953,0.017526215,-0.105414305,0.917788649,,,,,,,,,,,,,,,
SRP72,0.867521614,-0.061719696,-1.145235797,0.274438847,,,,,,,,,,,,,,,
SLC25A18,1.249992526,0.096907416,1.346278465,0.203093272,,,,,,,,,,,,,,,
TP53BP2,0.964867859,-0.01553216,-1.389940182,0.189792802,,,,,,,,,,,,,,,
ECHDC2,0.797791818,-0.098110422,-1.425040533,0.179632395,,,,,,,,,,,,,,,
PATL1,0.97260231,-0.012064703,-0.988939417,0.34221469,,,,,,,,,,,,,,,
TSPAN4,0.779994335,-0.107908552,-1.912514355,0.079972127,,,,,,,,,,,,,,,
TAF15,1.059619801,0.025150065,0.263738662,0.796455788,,,,,,,,,,,,,,,
STIP1,1.079994194,0.033421421,0.776180862,0.452669577,,,,,,,,,,,,,,,
KPNA2,0.95158998,-0.021550139,-0.546443575,0.594775667,,,,,,,,,,,,,,,
DIAPH1,0.913602146,-0.039242889,-1.544448677,0.148431583,,,,,,,,,,,,,,,
DSC2,0.966933028,-0.014603605,0.032440676,0.974653965,,,,,,,,,,,,,,,
ATAT1,1.401224765,0.146507804,1.425012381,0.179640358,,,,,,,,,,,,,,,
PLEKHF2,1.069357063,0.029122742,0.843423133,0.415488104,,,,,,,,,,,,,,,
FHOD3,0.865408914,-0.062778636,-1.339932591,0.205088785,,,,,,,,,,,,,,,
LOXHD1,1.350481377,0.1304886,1.478710761,0.164981648,,,,,,,,,,,,,,,
ATP6V0A1,1.075659358,0.03167476,-0.446968171,0.66285824,,,,,,,,,,,,,,,
CDKN2A,0.986249547,-0.006013183,-0.817120605,0.429784271,,,,,,,,,,,,,,,
MTMR14,0.918765438,-0.03679535,-0.724205225,0.482820763,,,,,,,,,,,,,,,
LRPAP1,1.047077102,0.019978663,0.003103361,0.997574875,,,,,,,,,,,,,,,
ZNF598,0.930472521,-0.031296448,-0.937194026,0.367138367,,,,,,,,,,,,,,,
BROX,0.950193632,-0.022187885,-0.550038033,0.592384001,,,,,,,,,,,,,,,
TARS3,1.129155166,0.052753626,1.316522802,0.212589589,,,,,,,,,,,,,,,
UCHL5,0.977438906,-0.009910378,-0.590355103,0.56590464,,,,,,,,,,,,,,,
SYTL2,1.730245549,0.238107741,0.471462876,0.645766377,,,,,,,,,,,,,,,
RABGAP1L,0.906357888,-0.042700281,-1.948308625,0.075148911,,,,,,,,,,,,,,,
SHANK1,0.882275769,-0.054395648,-0.916360096,0.377526169,,,,,,,,,,,,,,,
TRPM3,1.181553044,0.072453223,0.734463992,0.476773503,,,,,,,,,,,,,,,
ACTA1,1.055683055,0.02353355,0.53473747,0.602598971,,,,,,,,,,,,,,,
LMNB2,1.000468212,0.000203294,-0.087467954,0.931742223,,,,,,,,,,,,,,,
PSPC1,0.899722506,-0.045891416,-2.04481565,0.063449599,,,,,,,,,,,,,,,
DPM3,0.938358774,-0.027631081,-1.099945998,0.29293234,,,,,,,,,,,,,,,
NHS,1.069188162,0.029054141,0.795311867,0.441879783,,,,,,,,,,,,,,,
FOS,0.856410256,-0.06731814,-0.891667929,0.390100209,,,,,,,,,,,,,,,
HS2ST1,0.933077094,-0.030082472,-1.255428023,0.233219781,,,,,,,,,,,,,,,
RILP,0.907874811,-0.041974033,-1.447806557,0.17328919,,,,,,,,,,,,,,,
AIRE,0.890489914,-0.050370995,-0.983086036,0.344971421,,,,,,,,,,,,,,,
NRDC,0.924415122,-0.034132959,-1.56551566,0.143439091,,,,,,,,,,,,,,,
WDR41,0.958915739,-0.018219553,-0.393896081,0.700567437,,,,,,,,,,,,,,,
DBNL,0.918148834,-0.037086913,-1.188491562,0.257628826,,,,,,,,,,,,,,,
PPIP5K2,0.999185849,-0.000353725,-0.555600437,0.588692759,,,,,,,,,,,,,,,
ZMPSTE24,0.947730138,-0.023315309,-0.95346416,0.359167061,,,,,,,,,,,,,,,
TDRP,0.860662893,-0.065166921,-1.401426009,0.186416575,,,,,,,,,,,,,,,
GPR180,0.854453441,-0.068311597,-1.617575971,0.131721306,,,,,,,,,,,,,,,
SLC6A1,1.19874904,0.078728272,0.402897388,0.6941092,,,,,,,,,,,,,,,
CCDC69,0.854396645,-0.068340466,-1.700451816,0.114793053,,,,,,,,,,,,,,,
ERBIN,0.912012799,-0.039999067,-0.540899138,0.598474541,,,,,,,,,,,,,,,
CRTC3,0.971304087,-0.012644784,0.331287921,0.746140694,,,,,,,,,,,,,,,
BICRA,1.140460935,0.057080414,0.985164356,0.343990781,,,,,,,,,,,,,,,
IGFBP4,0.857692851,-0.06666821,-0.681769654,0.508329798,,,,,,,,,,,,,,,
SEL1L,0.949505306,-0.022502604,-0.56958774,0.579464024,,,,,,,,,,,,,,,
POLR3F,1.103628929,0.042823076,1.083854892,0.299725883,,,,,,,,,,,,,,,
LIMS2,0.965978747,-0.015032429,0.052697583,0.958839974,,,,,,,,,,,,,,,
