gene,GO Focus function
HOXB9,Development (differentiation)
HOXB-AS3,Development (differentiation)
HOXC10,Development (differentiation)
HOXC11,Development (differentiation)
HOXC13,Development (differentiation)
HOXC4,Development (differentiation)
HOXC5,Development (differentiation)
HOXC6,Development (differentiation)
HOXC8,Development (differentiation)
HOXC9,Development (differentiation)
HOXD1,Development (differentiation)
HOXD10,Development (differentiation)
HOXD11,Development (differentiation)
HOXD12,Development (differentiation)
HOXD13,Development (differentiation)
HOXD3,Development (differentiation)
HOXD4,Development (differentiation)
HOXD8,Development (differentiation)
HOXD9,Development (differentiation)
HRNR,Development (differentiation)
IGF1,Development (differentiation)
IGF1R,Development (differentiation)
IGF2,Development (differentiation)
IGFBP1,Development (differentiation)
IGFBP2,Development (differentiation)
IGFBP3,Development (differentiation)
IGFBP4,Development (differentiation)
IGFBP5,Development (differentiation)
IGFBP6,Development (differentiation)
IGFBP7,Development (differentiation)
IGFBPL1,Development (differentiation)
IRX1,Development (differentiation)
IRX2,Development (differentiation)
IRX3,Development (differentiation)
IRX4,Development (differentiation)
IRX5,Development (differentiation)
IRX6,Development (differentiation)
ISL1,Development (differentiation)
ISL2,Development (differentiation)
ISLR,Development (differentiation)
ISLR2,Development (differentiation)
ISM1,Development (differentiation)
ISM2,Development (differentiation)
JAG1,Development (differentiation)
JAG2,Development (differentiation)
KERA,Development (differentiation)
KHDC3L,Development (differentiation)
LBX1,Development (differentiation)
LBX2,Development (differentiation)
LEF1,Development (differentiation)
LEFTY1,Development (differentiation)
LEFTY2,Development (differentiation)
LHX1,Development (differentiation)
LHX2,Development (differentiation)
LHX3,Development (differentiation)
LHX4,Development (differentiation)
LHX5,Development (differentiation)
LHX6,Development (differentiation)
LHX8,Development (differentiation)
LHX9,Development (differentiation)
LIF,Development (differentiation)
LIFR,Development (differentiation)
LINGO1,Development (differentiation)
LINGO2,Development (differentiation)
LINGO3,Development (differentiation)
LINGO4,Development (differentiation)
LIX1,Development (differentiation)
LIX1L,Development (differentiation)
LMX1A,Development (differentiation)
LMX1B,Development (differentiation)
LRRN1,Development (differentiation)
LRRN2,Development (differentiation)
LRRN3,Development (differentiation)
LRRN4,Development (differentiation)
LRRN4CL,Development (differentiation)
LSAMP,Development (differentiation)
LYVE1,Development (differentiation)
MAB21L1,Development (differentiation)
MAB21L2,Development (differentiation)
MBIP,Development (differentiation)
MCF2L2,Development (differentiation)
MEF2A,Development (differentiation)
MEF2B,Development (differentiation)
MEF2C,Development (differentiation)
MEF2D,Development (differentiation)
MEIS1,Development (differentiation)
MEIS2,Development (differentiation)
MEIS3,Development (differentiation)
MUC13,Development (differentiation)
MYBL1,Development (differentiation)
MYBL2,Development (differentiation)
MYCL,Development (differentiation)
MYEF2,Development (differentiation)
MYF5,Development (differentiation)
MYF6,Development (differentiation)
MYPN,Development (differentiation)
NDE1,Development (differentiation)
NDEL1,Development (differentiation)
NEUROD1,Development (differentiation)
NEUROD2,Development (differentiation)
NEUROD4,Development (differentiation)
NEUROD6,Development (differentiation)
NEUROG1,Development (differentiation)
NEUROG2,Development (differentiation)
NEUROG3,Development (differentiation)
NEXMIF,Development (differentiation)
NFIL3,Development (differentiation)
NFILZ,Development (differentiation)
NFIX,Development (differentiation)
NGRN,Development (differentiation)
NKX1-1,Development (differentiation)
NKX2-1,Development (differentiation)
NKX2-2,Development (differentiation)
NKX2-3,Development (differentiation)
NKX2-5,Development (differentiation)
NKX2-6,Development (differentiation)
NKX2-8,Development (differentiation)
NKX3-1,Development (differentiation)
NKX3-2,Development (differentiation)
NKX6-1,Development (differentiation)
NKX6-2,Development (differentiation)
NKX6-3,Development (differentiation)
NODAL,Development (differentiation)
NOTCH1,Development (differentiation)
NOTCH2,Development (differentiation)
NOTCH3,Development (differentiation)
NOTCH4,Development (differentiation)
NOTO,Development (differentiation)
NOTUM,Development (differentiation)
NR2C1,Development (differentiation)
NR2C2,Development (differentiation)
NR2E1,Development (differentiation)
NR2E3,Development (differentiation)
NR2F1,Development (differentiation)
NR2F2,Development (differentiation)
NR2F6,Development (differentiation)
NR5A1,Development (differentiation)
NR5A2,Development (differentiation)
NR6A1,Development (differentiation)
NRCAM,Development (differentiation)
NRG1,Development (differentiation)
NRG3,Development (differentiation)
NRG4,Development (differentiation)
NRN1,Development (differentiation)
NRN1L,Development (differentiation)
NRTN,Development (differentiation)
NTNG1,Development (differentiation)
NTNG2,Development (differentiation)
NTRK1,Development (differentiation)
NTRK2,Development (differentiation)
NTRK3,Development (differentiation)
NUMB,Development (differentiation)
NUMBL,Development (differentiation)
OGFR,Development (differentiation)
OGFRL1,Development (differentiation)
OOSP4B,Development (differentiation)
OSR1,Development (differentiation)
OSR2,Development (differentiation)
OVOL1,Development (differentiation)
OVOL2,Development (differentiation)
OVOL3,Development (differentiation)
PAX1,Development (differentiation)
PAX2,Development (differentiation)
PAX3,Development (differentiation)
PAX5,Development (differentiation)
PAX6,Development (differentiation)
PAX7,Development (differentiation)
PAX8,Development (differentiation)
PAX8-AS1,Development (differentiation)
PAX9,Development (differentiation)
PBX1,Development (differentiation)
PBX2,Development (differentiation)
PBX3,Development (differentiation)
PBX4,Development (differentiation)
PCDH1,Development (differentiation)
PCDH10,Development (differentiation)
PCDH11X,Development (differentiation)
PCDH11Y,Development (differentiation)
PCDH12,Development (differentiation)
PCDH15,Development (differentiation)
PCDH17,Development (differentiation)
PCDH18,Development (differentiation)
PCDH19,Development (differentiation)
PCDH20,Development (differentiation)
PCDH7,Development (differentiation)
PCDH8,Development (differentiation)
PCDH9,Development (differentiation)
PCDHA1,Development (differentiation)
PCDHA10,Development (differentiation)
PCDHA11,Development (differentiation)
PCDHA12,Development (differentiation)
PCDHA13,Development (differentiation)
PCDHA2,Development (differentiation)
PCDHA3,Development (differentiation)
PCDHA4,Development (differentiation)
PCDHA5,Development (differentiation)
PCDHA6,Development (differentiation)
PCDHA7,Development (differentiation)
PCDHA8,Development (differentiation)
PCDHA9,Development (differentiation)
PCDHAC1,Development (differentiation)
PCDHAC2,Development (differentiation)
PCDHB1,Development (differentiation)
PCDHB10,Development (differentiation)
PCDHB11,Development (differentiation)
PCDHB12,Development (differentiation)
PCDHB13,Development (differentiation)
PCDHB14,Development (differentiation)
PCDHB15,Development (differentiation)
PCDHB16,Development (differentiation)
PCDHB18P,Development (differentiation)
PCDHB2,Development (differentiation)
PCDHB3,Development (differentiation)
PCDHB4,Development (differentiation)
PCDHB5,Development (differentiation)
PCDHB6,Development (differentiation)
PCDHB7,Development (differentiation)
PCDHB8,Development (differentiation)
PCDHB9,Development (differentiation)
PCDHGA1,Development (differentiation)
PCDHGA10,Development (differentiation)
PCDHGA11,Development (differentiation)
PCDHGA12,Development (differentiation)
PCDHGA2,Development (differentiation)
PCDHGA3,Development (differentiation)
PCDHGA4,Development (differentiation)
PCDHGA5,Development (differentiation)
PCDHGA6,Development (differentiation)
PCDHGA7,Development (differentiation)
PCDHGA8,Development (differentiation)
PCDHGA9,Development (differentiation)
PCDHGB1,Development (differentiation)
PCDHGB2,Development (differentiation)
PCDHGB3,Development (differentiation)
PCDHGB4,Development (differentiation)
PCDHGB5,Development (differentiation)
PCDHGB6,Development (differentiation)
PCDHGB7,Development (differentiation)
PCDHGC3,Development (differentiation)
PCDHGC4,Development (differentiation)
PCDHGC5,Development (differentiation)
PCNP,Development (differentiation)
PDGFA,Development (differentiation)
PDGFB,Development (differentiation)
PDGFC,Development (differentiation)
PDGFD,Development (differentiation)
PDGFRA,Development (differentiation)
PDGFRB,Development (differentiation)
PDGFRL,Development (differentiation)
PIM1,Development (differentiation)
PIM2,Development (differentiation)
PIM3,Development (differentiation)
PITX1,Development (differentiation)
PITX2,Development (differentiation)
PITX3,Development (differentiation)
PIWIL1,Development (differentiation)
PIWIL2,Development (differentiation)
PIWIL3,Development (differentiation)
PIWIL4,Development (differentiation)
PPL,Development (differentiation)
PRDM1,Development (differentiation)
PRDM10,Development (differentiation)
PRDM11,Development (differentiation)
PRDM12,Development (differentiation)
PRDM13,Development (differentiation)
PRDM14,Development (differentiation)
PRDM15,Development (differentiation)
PRDM16,Development (differentiation)
PRDM2,Development (differentiation)
PRDM4,Development (differentiation)
PRDM5,Development (differentiation)
PRDM6,Development (differentiation)
PRDM7,Development (differentiation)
PRDM9,Development (differentiation)
PRG2,Development (differentiation)
PRG3,Development (differentiation)
PRG4,Development (differentiation)
PRND,Development (differentiation)
PROM2,Development (differentiation)
PTCH1,Development (differentiation)
PTCH2,Development (differentiation)
PTCHD1,Development (differentiation)
PTCHD3,Development (differentiation)
PTCHD4,Development (differentiation)
PTK6,Development (differentiation)
PTK7,Development (differentiation)
REM1,Development (differentiation)
REST,Development (differentiation)
ROBO1,Development (differentiation)
ROBO2,Development (differentiation)
ROBO3,Development (differentiation)
ROBO4,Development (differentiation)
RSPO1,Development (differentiation)
RSPO2,Development (differentiation)
RSPO3,Development (differentiation)
RSPO4,Development (differentiation)
SEMA3A,Development (differentiation)
SEMA3B,Development (differentiation)
SEMA3C,Development (differentiation)
SEMA3D,Development (differentiation)
SEMA3E,Development (differentiation)
SEMA3F,Development (differentiation)
SEMA3G,Development (differentiation)
SEMA4A,Development (differentiation)
SEMA4B,Development (differentiation)
SEMA4C,Development (differentiation)
SEMA4D,Development (differentiation)
SEMA4F,Development (differentiation)
SEMA4G,Development (differentiation)
SEMA5A,Development (differentiation)
SEMA5B,Development (differentiation)
SEMA6A,Development (differentiation)
SEMA6B,Development (differentiation)
SEMA6C,Development (differentiation)
SEMA6D,Development (differentiation)
SEMA7A,Development (differentiation)
SFN,Development (differentiation)
SFRP1,Development (differentiation)
SFRP2,Development (differentiation)
SFRP4,Development (differentiation)
SFRP5,Development (differentiation)
SHOC1,Development (differentiation)
SHOC2,Development (differentiation)
SHOX,Development (differentiation)
SHOX2,Development (differentiation)
SHROOM1,Development (differentiation)
SHROOM2,Development (differentiation)
SHROOM3,Development (differentiation)
SHROOM4,Development (differentiation)
SIK1,Development (differentiation)
SIK2,Development (differentiation)
SIK3,Development (differentiation)
SIM1,Development (differentiation)
SIM2,Development (differentiation)
SIX1,Development (differentiation)
SIX2,Development (differentiation)
SIX3,Development (differentiation)
SIX4,Development (differentiation)
SIX5,Development (differentiation)
SIX6,Development (differentiation)
SLIT1,Development (differentiation)
SLIT2,Development (differentiation)
SLIT3,Development (differentiation)
SLITRK1,Development (differentiation)
SLITRK2,Development (differentiation)
SLITRK3,Development (differentiation)
SLITRK4,Development (differentiation)
SLITRK5,Development (differentiation)
SLITRK6,Development (differentiation)
SMAD1,Development (differentiation)
SMAD2,Development (differentiation)
SMAD3,Development (differentiation)
SMAD4,Development (differentiation)
SMAD5,Development (differentiation)
SMAD6,Development (differentiation)
SMAD7,Development (differentiation)
SMAD9,Development (differentiation)
SMPX,Development (differentiation)
SORCS1,Development (differentiation)
SORCS2,Development (differentiation)
SORCS3,Development (differentiation)
SOSTDC1,Development (differentiation)
SOX1,Development (differentiation)
SOX10,Development (differentiation)
SOX11,Development (differentiation)
SOX12,Development (differentiation)
SOX13,Development (differentiation)
SOX14,Development (differentiation)
SOX15,Development (differentiation)
SOX17,Development (differentiation)
SOX18,Development (differentiation)
SOX2,Development (differentiation)
SOX21,Development (differentiation)
SOX3,Development (differentiation)
SOX30,Development (differentiation)
SOX4,Development (differentiation)
SOX5,Development (differentiation)
SOX6,Development (differentiation)
SOX7,Development (differentiation)
SOX8,Development (differentiation)
SOX9,Development (differentiation)
SP1,Development (differentiation)
SP100,Development (differentiation)
SP110,Development (differentiation)
SP140,Development (differentiation)
SP2,Development (differentiation)
SP3,Development (differentiation)
SP5,Development (differentiation)
SP6,Development (differentiation)
SP7,Development (differentiation)
SP8,Development (differentiation)
SP9,Development (differentiation)
SPDEF,Development (differentiation)
SPI1,Development (differentiation)
SPINT1,Development (differentiation)
SPINT2,Development (differentiation)
SPINT3,Development (differentiation)
SPINT4,Development (differentiation)
SPON1,Development (differentiation)
SPON2,Development (differentiation)
SPOP,Development (differentiation)
SPOPL,Development (differentiation)
SPRED1,Development (differentiation)
SPRED2,Development (differentiation)
SPRED3,Development (differentiation)
SSNA1,Development (differentiation)
SYDE1,Development (differentiation)
SYDE2,Development (differentiation)
TBX10,Development (differentiation)
TCF12,Development (differentiation)
TCF15,Development (differentiation)
TCF20,Development (differentiation)
TCF21,Development (differentiation)
TCF3,Development (differentiation)
TCF4,Development (differentiation)
TCF7,Development (differentiation)
TCHP,Development (differentiation)
TEFM,Development (differentiation)
TENM1,Development (differentiation)
TENM2,Development (differentiation)
TENM3,Development (differentiation)
TENM4,Development (differentiation)
TFAP2A,Development (differentiation)
TFAP2B,Development (differentiation)
TFAP2C,Development (differentiation)
TFAP2D,Development (differentiation)
TFAP2E,Development (differentiation)
TGFB1,Development (differentiation)
TGFB1I1,Development (differentiation)
TGFB2,Development (differentiation)
TGFB3,Development (differentiation)
THSD7A,Development (differentiation)
TP63,Development (differentiation)
TRIM16,Development (differentiation)
TRIM17,Development (differentiation)
TRIM29,Development (differentiation)
TWIST1,Development (differentiation)
TWIST2,Development (differentiation)
UCMA,Development (differentiation)
VAX1,Development (differentiation)
VAX2,Development (differentiation)
VEGFA,Development (differentiation)
VEGFB,Development (differentiation)
VEGFC,Development (differentiation)
VEGFD,Development (differentiation)
VENTX,Development (differentiation)
VGLL1,Development (differentiation)
VGLL2,Development (differentiation)
VGLL3,Development (differentiation)
VGLL4,Development (differentiation)
VRTN,Development (differentiation)
VSNL1,Development (differentiation)
VSX1,Development (differentiation)
VSX2,Development (differentiation)
ZBTB17,Development (differentiation)
ZBTB18,Development (differentiation)
ZBTB2,Development (differentiation)
ZBTB20,Development (differentiation)
ZBTB21,Development (differentiation)
ZBTB25,Development (differentiation)
ZBTB32,Development (differentiation)
ZBTB38,Development (differentiation)
ZBTB39,Development (differentiation)
ZEB1,Development (differentiation)
ZEB2,Development (differentiation)
